,Unnamed: 0,tweet,label
32,225,rusesabagina ati amategeko yu rwanda sinyazi sinzi nibyo ateganya ishyano riragwira uyu muntu ni we washakaga gufata ubutegetsi rwanda waragowe ariko warabohowe  rusesabaginatrial,0
33,1,aha auxeni ti nguavani,0
34,779,hhw boti tshama na muti wa kokwani sesi famba vukatini bya wena,2
35,1048,nibutsa abacuruzi kureka agaco kokudugenda warangiza ngo bazahandi mwamenye ibyanyu koko ,0
36,2506,amahirwe masa kurimwwbwe ahari katwizereko arimwe mumfite guhindura ibitarashobokaga muri ruhago so courage to them,2
37,1738,watoto wa kike wakirudi shuleni hawatanyonywa wala kukandamizwa ni vigumu kwa wanawake waliosoma kunyanyaswa na wanaume,2
38,2909,mwisoko rya musumba muri nyarubaka ingamba zo kwirinda zirakomeje abakorerabushake barimo gufasha uryinjiramo kubahiriza ingamba zatanzwe zose zo kwirinda covid       ,2
39,1119,umugabo wagize ishyari wamutwikakubera ko ibyo bakora byose bashyiramo imbaraga iyo yazitaye mwishyari asebera no mubuzukuru,0
40,1608,kilimo ndicho kinachotoa sehemu kubwa ya ajira duniani inasemekana asilimia  ya watu duniani hutegemea kilimo kwa maish,2
41,847,kifo hakisababishwi na mwanadamu everything is god plan waeza umwa miaka kenda na usife hakuna wakulaumiwa au kapigwa risasi c ugojwa tu,1
42,512,mnawezaje kupata mtoto wa kiume ili kuongeza uwezekano wa kupata mtoto wa kiume wenzi wanapaswa kula vyakula kama mihogo m,1
43,1016,kama kawaida banda letu hugawa furaha tupo karume hall banda namba ,1
44,1663,lazio atalanta  fainali coppa italia  baada ya kuwatungua milan  kwenye nusu fainali lazio watawasimamisha atalanta na kutwa ubingwa wa coppa italia  bet uingie kwenye droo ya kushinda sma phone na tiketi za mechi,2
45,1043,ubukene bufata nabi ndikugurish brosada na colgate nabiguranye  bikomez kugendana,0
46,3050,isabukuru nziza databuja wanjye  my blooduwiteka ajye yitamurura kubuzima bwawe aho ugeze wakirwe icyo ukoze kiguhire ndagukunda   rwanda ,2
47,1732,urabona bariya bana basyaho kuri menama,1
48,619,kanimambo chikwembo xa mathimba,2
49,1933,abizihije st valentine baragirwa inama yicyo bakora nyuma yuwo munsi,1
50,171,xitombo xa ngwako ,0
51,624,mina nawena wena namina lovarnice utatwa kunandzika ,2
52,646,jamani kesho ni pale mkujeeeeeeeeeee its always and karibu,1
53,44,uravuze ngo ibya kovidi kubyumva bisaba kwitandukanya nubwenge,0
54,801,uhuru michezoaliyekuwa nahodha wa klabu ya liverpool steven gerrard amezungumzia juu ya nia yake ya kurudi anfield akiwa kama kocha wa klabu hiyo,1
55,118,edjoo fria ta kwapar,0
56,1306,ag tutaikomboa ndege yetu canada,2
57,326,a macena m loukizzzy muzaia ,1
58,193,warangiza ngo urumunyamakuru abanyamakuru nibyo mushishikariza aturarwanda akugirango guhashye covid wowe ushyigikiye ko yiyongera mna witekubyukora,0
59,35,anatuambisha sana sisi kama wasukuma wenzake hatujapenda kabisa,0
60,499,nkawe uratweeting ibyimipaka ya gatuna utazi na gatsata wakwicaye ugategereza moviti ko ariyo wabuze,0
61,2018,byose ni mumuriro hamwe na  ,1
62,242,ariko ngo hari nabananiwe ingo basigaye bigisha abandi kwigumura mu rushako ntibizoroha,0
63,924,sitasahau hii day mida ya saa mbili hv sehemu moja wanapaita itigi hapa morogoromara paap nkaona kundi kubwa lawatu linakimbia na mm nkafanya hivo hivomara mbele defender hio kushtuka kumbe walikuwa makahaba na drugdealers waliokuwa waankimbia pila,1
64,511,ariko umuntu utanashaka abakire ubwo yabuze umugabo ate ra ,0
65,371,bro na sister nawaona peace xna zero majivuno bright talented hawakeri yan mungu,1
66,133,bondiathomas mashali ameuawa usiku wa kuamkia leo kimara dsmviongozi wa ngumi anthony rutapst na chaurembo palasa tpbc wamethibitisha,0
67,1063,ndani ya rebecca leo mambo ni moto kila pande usikose kuangalia kila jumatatu na jumatano saa  usiku kupitia chaneli  lipia kifurushi cha bomba  tu,1
68,321,ko ugize ikibazo bashese umugore wa so ,0
69,1000,wakati ni sasa kukomesha kabisa,1
70,556,uyu mwaka ko tutorohewe ,0
71,3089,nushaka ukisasire ntabirenze niba warakijijwe iraca inkoni zamba,2
72,444,famba kerekene nhanyana ndizwena,2
73,1411,kesho januari   rais anaanza ziara ya kikazi visiwani zanzibar ambapo ataweka jiwe la msingi la,2
74,1190,aho sindi sure ko nzanajyayo da,1
75,2362,wowe nzaguhuza na  dore muregeranye ariko uzabanza ungurire akaraya gatwite,1
76,124,ka hissa lah kah maputso,0
77,107,tabia ya baadhi ya watu kuzaa watoto kisha,0
78,950,hakuna machinga mwenye shida ya kujengewa kibandashida ni kupewa maeneo rafiki ya kujenga vibanda vyaondo maana tulimshangaa kukopa hela ili ajenge vibanda,1
79,213,hawajakujazia dm kweli asiyekuwa na mpunguze,1
80,73,hi ta hambana hi ma central   ,0
81,147,niba umeze neza ibyo birakureba twebwe ntago tumeze neza ntanubwo bidushimishije,0
82,522,sio kila mpenzi wako anapokuomba hela umpe fasta hata kama unayosiku nyingine mwambie sina ngoja nikutafutie ili ajue hela zinatafutwa sio zipo tu,1
83,2890,ariko buriya nawe wagombye gukurikira abandi kuko ndabona ukurikira bake pe ibyo bagukorera nawe wagombye kubikorera abandi,2
84,640,ni pfhukile ho yini kupfhuka,2
85,2657,intego nyamukuru yuyu munsi ni uguhuriza hamwe mwe mukomoka i rubavu kuko nkabanyarwanda ubumwe bwacu ni zo mbaraga zacu ,2
86,542,wa swi tivela,2
87,57,negg arahacanye haraka pfla yarankanze mpita mutinyankubise misire hasi kandi ntacyo bari buntware reba hano ikiganiro cyose ,0
88,933,tanzaniadaima jumatatu januari  ,1
89,3203,igitondo cyiza rwot mwese nizere ko mwaramutse amahoro rero munyemerere mbifurize igitondo cyumugisha mugire icyumweru cyiza,2
90,568,wena pah  no thleka lano,2
91,1318,pichawaziri mwakyembe atembelea na kuona kasi ya ujenzi wa ofisi za wizara yake ihumwa jijini dodoma  wizara ya habari,2
92,529,wadau mbalimbali wa takwimu kutoka taasisi za utafiti wamekutana jijini nairobi kwenye mkutano wa unaolenga matumizi ya takwimu na miundombinu katika kutatua changamoto zilizopo kwenye sekta ya kilimo duniani mkutano huo umeandaliwa na taasisi cgiar,1
93,529,ahari twacumuye ku mana cgwa ababyeyi bacu,0
94,1259,unalilia wafanyakazi wa mexico au sio,1
95,2693,petit frre ngukunda kubi aha wagaragaje mwibanga amahitamo yaweee ohhhh  ,2
96,3133,nyaruguruuuuuu weeeeee     kabanyure mfura za nyaruguru indashyikirwa ,2
97,121,kandi ntazinda ni naryo ryakunshoborera dore nabonye usigaye ungana nicyogere mu nkuba ntumubwire,0
98,647,tunakumbusha na kusisitiza kila mtu ajitahidi kukamilisha usajili kabla ya tarehe husika,1
99,293,lunyilija njigaba awali kabla ya maboresho haya ulikua unapendelea kutumia vifurushi gani na kwa sh ngapi,1
100,396,ni heshima kubwa kwetu tutalipa imani hii kwa kuwafanyia kazi watanzania,1
101,2043,umuzindaro wa  ni mpuzamahanga,1
102,1530,ukwezi kwa mbere mbona kugira iminsi nka  peee uziko iminsi itisunika,1
103,1127,ndumva mfite ubwoba  sinakubwiye ngo unsange pharmacy ,0
104,87,mwaka  uligubikwa na matukio mengi ya watu kuuwawa wakisemekana ni majambazi lakini baadae ndugu wa waliouwawa waliibuka n,0
105,1930,ubu rero nanataha examens bakoze adahari azahita azikora arebaho muri sprint,1
106,480,luhaga mpina awaonya wanaokwamisha wafanyabiashara na mawakala wa uuzaji wa samaki kufanya migomosoma zaidi gtgt,1
107,630,bibaho cyane ariko ni wa muco wa debate tutagira umuntu azana ibintu agashyira aho agashaka ko ubyemera kandi bitumvikana,0
108,1265,imbamutima zumwe mu bo guverinoma yoroje inka kuri uyu munsi mukuru wumuganura ,1
109,1130,oya ntaribi wazanigaragabya nitujya gutoza mu nteko itegeko riturengera,0
110,1237,mara mojamoja uwe unanunua magazeti ya utazikuta,1
111,935,tenes ngole  mkurugenzi taasisi ya kanzu data katika sekta ya madini kama tutakua na researchbased data katika sekta ya madini tutaweza kufanya informed decisions haswa kwenye mlengo wa sera na sheria zinazosimamia,1
112,324,mashabiki wote manchester united mkiongozwa na na  tunawaambia haya mambo yal,1
113,328,harya ubu  niwe wakwugishihe ukuri yarakuroshye nkuko yoheje donatha agata akazi ngi agiye kumushyingira umuzungu murahonnye,0
114,1271,wanawake ndio chimbuko la mazazi ya viumbe wengine upendo huruma na furaha hapa duniani nyoyo zao nzur,2
115,794,haki itendeke sheria ifuate mkondo msichana apatiwe matibabu ya kisaikolojia kisha,1
116,182,yaba agira amashwezi uwo,0
117,1229,nagusaba ukandemera muri gahunda ya turemerane ikindi ukagimeza kugira umutima mwiza nkuwo usanganwe ,1
118,220,eish vo ni kama ca chapa,0
119,603,iyo unaniwe kwihangana ukarasa nawe urabyumva gahunda zikomereza i mageragere,0
120,1304,ikindi isaha imwe ni goldish indi ni silver,1
121,2286,wow  bampb biriko biraza,1
122,659,utomi nzanga za ku tsakissa pretodemoz enjoying the life em maputo mozambique ,2
123,2637,bakomeze kugaragaza ubudasa ndetse no kuba intore zurugero muruhando rwizindi ntore,2
124,410,umva mbese ibyanezeza ubizi ute kuki atakora kimwe ngo numugore akore ikindi kuki atafata uriya mwana cg ngo ateke,0
125,852,uwakubwira imyumvire ikennye iri hanze aha wakumirwa,0
126,1646,meeting a bro anaishi maisha ya ndoto zanguam very very happy todaykumbe kila kitu kinawezekanaacha niendelee kupambana,2
127,1099,yasaze kuri muheto kandi ntabwo akunda umusore ufite umutwe munini ,0
128,3301,ni umuyobozi wintangarugero aho ageze hose ni inshuti yurubyiruko,2
129,212,munganu leswi swa lhanhelana bha  upimissa swaku o miss universo loku upfuka yuuu uli hansi,0
130,910,mana reba aba bana bawe ubagabanyirize ubugome bafite   ,0
131,210,mma ih prigozo manji ,0
132,1586,leo oktoba  ni kumbukumbu ya siku ya kuzaliwa kwa rais mstaafu wa jamhuri ya muungano wa tanzania katika awamu ya nne m,2
133,1655,olala olala ntibiza koroha pe iyi shampiyona ntiza koroha   biyanze mu nda        ,1
134,3072,aba bana nabahanga cyaneuretse ubuzima bwishuri babamo bwa buri munsi nimyidagaduro barashoboye peee nabarezi ntibasigaye inyuma       ,2
135,2452,yiii naho ubundi ni wowe kbs,2
136,1795,ka label twakemera rwose,1
137,3026,muraho neza mureke dushimire abishoboye bari kugira icyo baha abatishoboye muriyi lockdown gushimafriday,2
138,1537,utoaji chanjo ya uviko mkoani arusha unaridhisha naibu katibu mkuu anayeshughulikia afya dkt grace mag,2
139,2872,ushobora kutabishyigikira ni uburenganzira bwawe ariko ukabikora utibasiye uwo mutabihujeho imyumvire that is smartness,2
140,2715,courage umurenge wa nduba kimwe nahandi kwikemurira ibibazo binyuze mu migandabihoreho,2
141,1974,abafashamyumvire ba umubyeyi initiative bari gusobanurirwa uko urujeni yagenze ndetse nuko urujeni izagenda ,1
142,969,ngo ronaldo overrated ndaq ,0
143,796,mbyishyizemo ibya karande nasara niba zinabaho nakazi kazo ,0
144,390,habari pole kwa usumbufu uliojitokeza kuna tatizo la kiufundi kwa upande wa tigopesa na wataalam wetu wanafanya jitihada za kutatua tatizo hilo mapema iwezekanavyo tafadhali subiri tutakufahamisha litakapokuwa limekamilika,1
145,390,yakagombye kuba yaramaze gukuramo igishoro kizamuherekeza nyuma ya manda cyane ko aba azi ko atari akazi gahoraho yatsindiye,0
146,410,tanzania bila mifuko ya plastiki inawezekana kesho juni mosi  tuachane rasmi na matumizi ya mifuko hiyo,1
147,1432,episode  imekaa kidegree sana ina mafunzo mengi ndani yake hususani sisi raia wa kidigitali tunaotumia mitanda,2
148,46,erega nawe twamufashe nabi cyane tumushyira inyuma ya ferabeto,0
149,1254,nimetua dodoma asubuhi hii na ndugu zangu mwijaku dodoma airport,1
150,156,ihhhhh ih ih ih um perigoso awenaaaaaa,0
151,950,ese niba wari umusonga wuwimana kuki wakubuza gusinzira bwana mushatsi  wowe uri nde ahubwo ,0
152,1256,nge nkumufana wa barca sinavuga nabi arsenal kko ndabizi bayern irimbere gato ,1
153,2797,hello nshuti zanjye ndabamenyako ubu ndi gucuruza ibikoresho byo munzu like sofasbedstv stand dinning rooms etc callampwhatsapp  ,2
154,1935,nobody city of kigali urufaya rwurumuri fireworks ,1
155,2414,yegera abantu bose bagahabwa ijambo abayobozi nabayoborwa tukajya inama radio nziza radio rwanda radio yacu radio yawe hafi yawe rbahafiyawe amahumbezi ,2
156,437,kuna siku tulikuwa na mjadala humu nikashauri masomo ya watoto yangekuwa yanaanza saa  ukowataalamu wakasema sijui kuamka asubuhi inawasaidia nini nini kiafya,1
157,2910,erega burya nge iyo turyamanye uba ubaye umugore wange wifata ko nakubeshye rero,2
158,428,kabla ujameza p hakikisha ulikuwa haupo katika dozi ya dawa baadhi ya dawa zinaweza kuizuia isifanye kazi kwa ufanisi mfano wa dawa ni kama zifuatavyo dawa zinazotumika kutibu kifafa mfano barbuturates primidone phenytoin and carbamazepine,1
159,2861,izi foto zitumye ndushaho gushima ababyeyi bacu cyane cyane aba mama bakora imirimo ivunanye nkiyi ngo tubeho       ,2
160,1292,msemaji wa serikali dk abbasi atunukiwa cheti cha uprofesa nchini china mkurugenzi wa idara ya habarimaelezo na msemaji mkuu wa serikali dk hassan abbasi ametunukiwa cheti cha,2
161,883,imenifikirisha sana hivi utafanya nini ukigundua ex wako ana picha zako za utupu,1
162,2831,rwot niba utaragira gahunda yo kuryama nyura kuri  ubane na  muri club  umugoroba wawe urusheho kugenda neza ,2
163,798,hi pfukili bem doutor wena ke,2
164,584,meneja mwandamizi biashara za serikali dkt danford muyango akizungumza katika hafla ya ufunguzi wa maadhimisho ya siku,1
165,1396,abubakar tafadhali tuambie ni tatizo gani haswa hutokezea unapotumia wifi kwa laini yako ya zantel ili tuweze kukusaidia,2
166,922,ushaka ko hajyamo iyihe miyaga tuvuge ngo yego ntacyo bitwaye kandi bigitwaye,0
167,1364,turi kuganira ku iterambere ryumujyi wa musanze nindi mijyi mu majyaruguru mu bwubatsi ibikorwa remezo byamazi amashanyarazi imihanda kuri   ,1
168,1827,erega nubwo calius tutakimubona ariko hari benshi biyemeje gukomeza umurage we bakomeza kumuterekera alisson becker ni we ubakuriye,1
169,1634,abitabiriye inama batanze ibitekerezo bigamije kunoza imikorere no guteza imbere ubucuruzi hagati ya  nibindi bice bitandukanye ,1
170,350,ka khulu lako swaswameta lo gaaaaa hi xikosi,1
171,259,if you have online services sidhani kama utaitaji kuwa na,1
172,1250,karibu mwamba stamford bridgeirudishie chelsea makali yale wakati unacheza frank lampard kocha mpya chelsea,1
173,805,kila baada ya miaka  tunapata wabunge wapya na unakuta hawana uelewa wa kutosha katika sekta ya madinikwahiyo tunahitaji azaki ziendelee kutoa elimu na kufanya uchechemuzi sekta ya uziduaji jesca kishoa  mjumbe kamati ya nishati na madini,1
174,2903,itegeko ryerekeye kubona amakuru ryo muri  ribisobanura neza gutanga amakuru ni inshingano si faveur tengamara mubye,2
175,1808,ukiweka kinyongo ni wewe utaumia,2
176,1398,muonekano wa barabara ya bwanga biharamulo km  ambayo ujenzi wake kwa kiwango cha lami umekamilika barabara hiyo inau,2
177,1326,bro leo nilikuwa lecture room kidogo mtandao kwangu ukuwa poanilishidwa kuchangia but mejifunza mengi na huwa siachi kukushkuru kwa mchango wako unajua watu wanadhani uchache wa followrs basi huyu hana madini yyte bro lkn ulikuw,2
178,898,utabiri wa hali ya hewa wa saa  zijazo kuanzia saa  usiku wa leo tarehe ,1
179,1347,ndemeranya nawe kweli brh,1
180,352,tarurakilombero ni kweli daraja la mto mngeta limetumia tsh milioni  meneja wa tarura mhandisi robert magogo amesem,1
181,715,hita khandziya ti bus ta anc hi mbali swi khipa swa da hiya votela eff  on the beach bilene mozambique ,2
182,3023,nukuri uyumutobe uraryoha pe iyo usoje akazi amaho  ,2
183,2934,guverinoma itangaza ko mu myaka  ishize imaze gukuba kane nkunganire ku ifumbire rbaamakuru   ,2
184,74,afinal fere a vista  ni dzivaleli a ni nga swi tivi ,0
185,1516,aba bascamminga bibereye muri singapore,1
186,2141,euro amafoto birangiye ubwongereza busezereye ubudage mu mikino ya euro ku bitego  sterling na kane bahesheje england  itike ya  isangosports england ,1
187,2919,iyo wakunze kumva iyi verse komeza inzira watangiye wicika intege wahisemo neza ahaaa nyagasani muri kumwe ,2
188,118,kuwakamata na kuwafunga wanafunzi wajawazito ni kinyume cha sheria na pia kunakiuka haki za binadamu ikiwemo haki ya usawa,0
189,1478,umunsi wa  wubukangurambaga ku ubuzima bwimyororokere inda zitifuzwa sida burimo kubera  aho  babangavu indatwa ninkumi yrs barimo guhugurwa       ,1
190,348,oww ok ih,1
191,1054,angalia kwenye hashtag imeelezwa ahsante,1
192,2555,ubwoba buva ku mwanzi ariwe satana humura urarinzwe nuhoraho ariwe usumba byose,2
193,2037,kandi ari wowe wabinyigishije ,1
194,2294,niba uri kunyumva ukaba uzi umu youth umfashe kumufata mumugongo,1
195,78,biracyenewe cyane ko hagira igikorwa kugihombo dukomeza guterwa nimikorere idahwitse ya  birakabije kubera iki ntacyo mubikoraho ,0
196,599,unatafuta hela kwa shida unanunua iphone unawasha tu unaona watu wanapeana mikono kwenye screen kama wale watu wa nokia,1
197,32,ukumva girlfriend arakubwiye ngo niwohereza ushyireho ayo gukata dear ladies mutubabarire kbx ,0
198,1851,ni oe narindi ku replying ,1
199,3227,urihe ko ntakureba humura senegal turatsinda,2
200,780,mtoto mama nimemuomba baba hela ya kusuka akaninyoa nywele mama shukuru mungu mwananguungemuomba pesa ya whitedent angekungoa meno,1
201,1687,habari ahsante kwa kutufahamisha tatizo hili endapo tayari una laini ya vodacom na unahitaji huduma ya g iwezeshwe katika laini hiyo ni lazima kubadilisha lain swap lakini pia endapo unahitaji laini mpya zipo laini mpya zenye uwezo wa huduma,2
202,2984,muzarambane kandi mu rukundo nyarwo muri beza muri ibisingizo byi imana mwubakire kuri uhoraho namwe azabaha umugisha,2
203,6,mu nga ni landzi na loya,0
204,2828,happy my lovely sister  umwe mu banzamuye aha kuriyi mihanda agire umunsi mwiza rwose   akwiteho uyu munsi ,2
205,2184,njye naje ntekereza ku bibazo biri hanze aha bamwe bananiwe kwifata bahura nabyobateza umuryango nyarwanda,1
206,80,man uzi ko naringiye kumwitexa mwohereza imitomo ama sms kumbi nuko narinshonje gusa,0
207,674,aleluia xikwembo xa matimba tlhatteka vhoko dzaku ku hina vana wakhu hi kombela a matimba yaku,2
208,1248,mba mbona ja morant azibera nka derek rose,1
209,1128,ark ngew mbona abarimu bigisha mut leta icyongereza ni gifaransa bahemberwa ubusa pe kuko ntamusaruro wabo tubona   ,0
210,2208,akarere  kabararikiye dusangirijambo kuri   ni kuricyi cyumweru pm hazaganirwa kubibazo byubutaka nimiturire muri   muzabaze munatange ibitekerezo    ,1
211,164,kugicamunsi cyuyumunsi nyuma ya exam national  nakandi gashinzi ntabashije kumenya neza  ,0
212,1011,ikiza cyo kuba mugufi  mugihe kimbeho nyinshi ushobora kwinjira muri thermos,0
213,1573,guinea turayifite tayari yatangiye no gutinya ngaho mwirebere ukuntu ba papye  ,1
214,2748,muri sport niho ndikumva ruzingiye sport nkomeje kumva neza umumaro wayo,2
215,689,ni nde ubanga se,0
216,103,unga lhai lava v lhayaka swaku kuni ma gerador nem a v kutive albasine cola ka maputsu ambi bobole loko kungana placa ava ku tive ja v tiva ma gerador ya tiko hewenou hambe male kona ma gerador a mana gasolina pru falta ya oramento,0
217,2282,akenshi biterwa nuko na nyina yatinze kwima bityo inyana ikagumya ikitetera,1
218,3098,urumva se atari motivation yo kuba umukire se bro wicika intege tu,2
219,1613,kwetu haipo hii  tukizindua jiwe la msingi la ujenzi wa zahanati ya kijiji cha dodoma isanga kata ya masanze,2
220,913,icyamamare salomon cyo muri bible cyashatse abagore igihumbi numwe abatazwi batabriwemo none woe utari nisugi bara gu cheating ugasara ,0
221,3115,amahirwe ku bashoramari uruganda rukora ibiryo byamatungo rurakenewe muri  ndetse rugafasha abaturanyi     ,2
222,1843,abasobanuzi nabasesenguzi munsobanurire ibi bihuriyehe ko numva iyi nkuru ivangavanze ,1
223,939,ubwo wabwita ubujura butitwaje intwaro ndaq,0
224,855,wasanga imana yarakuremeye kuba urugero rwiza rwumukene bwahamye ukaba ukishuka ngo bizacamo pooryou,0
225,2704,nyamara mukomereje aha haricyahinduka cyanecyane mumavubi ,2
226,753,ha tsovela kola chokwe mozambique ni khensa mufundisi ,2
227,573,xikwembu ni nyike matimba,2
228,233,pia watoto wanatakiwa wasome shule za karibu kuepusha haya yotemtoto anasoma bunge anakaa gomz,1
229,1458,amani na utulivu iwe kwa afrika nzima,2
230,1298,habari  kwa sasa mteja unapokea ujumbe mfupi sms unapofanya miamala kwenye akaunti yako kama hupokei tunaomba utuandikie dm akaunti yako ya benki majina yako na namba ya simu uliyotumia wakati unafungua akaunti ili tuweze kukuuunganisha karibu,2
231,774,ubundi se ruswa itangirwa ku karubanda alliah se yari gutanga ruswa agura iyihe service du nimporte quoi  pfffff ,0
232,3204,uzarebe nukuntu bari kurwanya isuri batumganya amaterasi yindinganire ,2
233,2397,sigaho sigaho udatuma niruka ni bansobanurire ababizi njye narinziko ari nka  none wongeyeho  yose ,1
234,585,nange ni ko mbibona nta kwezi kujya gushira buriya bwoko budakoze impanuka bizatekerezweho neza,0
235,1860,ni byiza ariko  kuki mwananiwe gukemura ikibazo mufitanye naba private veterinaries mwakoresheje muri vaccinationampspraying rvf,1
236,770,katibu mkuu wa na mbunge wa kibamba mh namwombea apate nafasi tena mbele ya magufuli ili aongee te,1
237,2604,abantu bafite umunyarwanda ku umutima barahari bumvaneza u rwanda twifuza nukuri uyu muturage tumushimire   rwot   twimaneurwanda ,2
238,3248,amen  ndakwikundira ugira amagambo yubwenge wagirango wavutse kungoma ya yezu hhhhhhhh,2
239,3002,ntago ubeshye rwose ni indamutsa  arakaguhama wamfura we,2
240,1380,bnbsports imyambaro mishya  izajya ikoresha mu mikino yigikombe cyamahoro hamwe numwambarao wabafana wanditseho gikundiro simplysports ,1
241,61,why uni lembrara lexwu  wena wa kazata,0
242,1776,fred robinson mugisha uzwi nka element umaze kwamamara mu gutunganya umuziki araba ari mu kiganiro amahumbezi uyu munsi h ntimucikwe ,1
243,1561,kesho inshaallah baada ya sala ya eid nitakuwa nyumbani tandale nikitoa mkono wa eid kwa ndugu zangu waislamzoezi hi,2
244,515,desafiodedezdias siku dza wu muni  ,2
245,807,cyakora discipline iri muri ino tweet ni  ibi ni bibi cyane kuruta ibyo we yanditse ,0
246,1153,shaba ngewe nywa ka mutzg,1
247,2097,reka bagerageze pe kuko muri primary abakozi barabuze pe,1
248,933,urukiko hejuru cyane salle mba nicaye imbere uyu munsi bamennye umutanzania wlh ,0
249,1180,ni kwa nini muziki ama nyimbo zenye ala na ujumbe wa mapenzi unapendwa zaidi kuliko nyimbo nyingine je tuna shida sana kwenye mapenzi ama tunapenda sana mahaba kuliko,1
250,339,kasse u txava hinni,1
251,2029,cyane rwose erega na se yabaye muri leta yubumwe ntiyabaye ambassador se ,1
252,1314,bogari series film iri gusaza abanyarwanda na banyaafrica nawe yirebe nigucike ,1
253,2573,murakoze cyane turanyura muri iyinzira mutweretse,2
254,894,kwa wakati huu unaweza kupata zawadi ya kucheza jackpot moja bure kwa kushare bango kwa kupitia tovuti yetu bofya kushare bango la jackpot na kupata tiketi ya kucheza jackpot bure pa,1
255,2160,nonex siyo stil yarigezweho muri ,1
256,1550,naibu waziri amekabidhi boti na kituo cha polisi wilayani chato ikiwa ni mpango wa serikali kudhibiti uhalifu wa majini,2
257,1399,so kwa mwalimu wangu wa tuition primary aliitwa bryson huyu ndo alinipa msingi na kunifanya niipende hesabusijui yuko wapi ila mara ya mwisho nikikutana nae kwenye kitimoto sinai tukanywa na bia bila kumsahau ndimbopure math advancemungu azidi kuwabariki,2
258,551,nasuye umukunzi wanjye twitegurag kurushinga mukwezi kwa  nsangarikumwe nundi mutipe ubux nkoriki mubwire ubusicyano koko,0
259,328,habari karibu katika ukurasa wetutafadhali tunaomba fika katika duka letu la tigo ukiwa na kitambulisho chako kwa msaada zaidi,1
260,263,hama hamwe hubwo woe niba udatwite urahaka cg ukaba urwaye ikibagarira  nagarutse mwiriwe ariko,0
